번호,name,address,disabled_man,disabled_woman,opentime,latitude,longitude,diaper,error_count,emergency_bell
1058,(주)가재울뉴타운주유소 화장실,서울특별시 서대문구 모래내로 205,없음,없음,00:00~24:00,37.5732673,126.9224318,없음,0,없음
152,(주)매트로백화점 화장실,서울특별시 은평구 불광동 311-13 메트로타워,없음,없음,24시간,37.6196342,126.9214784,없음,0,없음
4250,(주)삼표에너지 목동주유소,목5동 905-30,없음,없음,정시(06:00~18:00),37.5361674,126.8797993,없음,0,여자화장실
4310,(주)서부티엔디,서울특별시 양천구 신정로 167,없음,없음,00:00~24:00,37.5094872,126.8392408,없음,0,없음
4311,(주)지애스이앤알서울주유소,서울특별시 양천구 신정로 236,없음,없음,06:00~24:00,37.510561,126.8476971,없음,0,없음
4062,(주)포탈하이웨이,서울특별시 서초구 방배1동 937-1,없음,없음,상시,37.4848642,126.9961215,없음,0,없음
3218,(허준)박물관주유소 개방화장실,서울특별시 강서구 가양동 26-1,있음,있음,00:00~24:00,37.56749923,126.8503017,없음,0,장애인화장실+여자화장실
4293,10번 화장실(양화교),서울특별시 양천구 목동 143-27,있음,있음,24시간,37.5435916,126.8839198,여자,0,장애인화장실+여자화장실
4141,1-1 모래내 공중화장실,서울특별시 관악구 봉천동 1613-19,있음,있음,24시간,37.4778141,126.955627,남여,0,장애인화장실+남자화장실+여자화장실
4102,1-10 공중화장실,서울특별시 관악구 신림동 808-502,있음,있음,24시간,37.4688237,126.9315899,없음,0,없음
4101,1-11 공중화장실,서울특별시 관악구 신림동 808-499,없음,없음,24시간,37.4679135,126.9307429,없음,0,없음
4100,1-12 공중화장실,서울특별시 관악구 신림동 361-27,없음,없음,24시간,37.4699387,126.931258,없음,0,없음
4099,1-13 공중화장실,서울특별시 관악구 신림동 808-503,있음,있음,24시간,37.4678857,126.931243,없음,0,없음
1717,114빌딩(베스트프랜드㈜),서울특별시 학동로 114 ,없음,없음,10:30~20:00,37.5113788,127.0232601,없음,0,없음
4098,1-17 공중화장실,서울특별시 관악구 신림동 808-495,있음,있음,24시간,37.4704689,126.9324108,남여,0,없음
4140,1-2 신대방역 공중화장실,서울특별시 관악구 신림동 516,있음,있음,24시간,37.4872125,126.9133975,남여,0,없음
4139,1-3 봉림교 공중화장실,서울특별시 관악구 신림동 1433-158,있음,있음,24시간,37.4841303,126.9263711,남여,0,장애인화장실+여자화장실
4138,1-4 공중화장실,서울특별시 관악구 신림동 808-142,있음,있음,24시간,37.4700385,126.9325163,없음,0,없음
4107,1-5 공중화장실,서울특별시 관악구 신림동 808-501,없음,없음,24시간,37.4695223,126.9320767,없음,0,없음
4106,1-6 공중화장실,서울특별시 관악구 신림동 808-473,없음,없음,24시간,37.471504,126.932225,없음,0,없음
4105,1-7 공중화장실,서울특별시 관악구 신림동 808-495,없음,없음,24시간,37.4704689,126.9324108,없음,0,장애인화장실+남자화장실+여자화장실
4104,1-8 공중화장실,서울특별시 관악구 신림동 808-498,없음,없음,24시간,37.4686764,126.9309994,없음,0,없음
4103,1-9 공중화장실,서울특별시 관악구 신림동 808-502,없음,없음,24시간,37.4688237,126.9315899,없음,0,장애인화장실+남자화장실+여자화장실
4284,1번 화장실(오금교 입구),서울특별시 양천구 안양천로 710,있음,있음,24시간,37.5099425,126.8731589,여자,0,없음
695,1호선 가산디지털단지역,서울특별시 금천구 가산동 468-4,없음,있음,24시간,37.48159601,126.8825604,없음,0,없음
693,1호선 금천구청역,서울특별시 금천구 시흥동 113-55,없음,있음,24시간,37.45553552,126.8943636,없음,0,없음
694,1호선 독산역,서울특별시 금천구 가산동 717,없음,있음,24시간,37.46598642,126.8895163,없음,0,없음
810,1호터널,예장동 산5-6,없음,없음,00:00~24:00,37.55208792,126.9880865,없음,0,없음
490,1호화장실(진달래화장실),서울 영등포구 여의공원로 68 ,있음,있음,24시간,37.5260776,126.922483,여자,0,없음
1191,2002노래연습장,서울특별시 광진구 면목로 169,없음,없음,00:00~00:00,37.5684119,127.0825064,없음,0,없음
4097,2-10 예촌어린이공원 공중화장실,서울특별시 관악구 남현동 1083-1,있음,있음,24시간,37.474583,126.9767463,남여,0,장애인화장실
4096,2-11서울대 입구 공중화장실,서울특별시 관악구 신림동 808-124,없음,없음,24시간,37.4654248,126.9480801,없음,0,장애인화장실+남자화장실+여자화장실
4285,2번 화장실(오금인라인장),서울특별시 양천구 안양천로 750,있음,있음,24시간,37.5128493,126.8759409,여자,0,장애인화장실+남자화장실+여자화장실
489,2호화장실(개나리화장실),서울 영등포구 여의공원로 68 ,있음,있음,24시간,37.5260776,126.922483,남여,0,없음
4286,3번 화장실(야구장),서울특별시 양천구 안양천로 788,있음,있음,24시간,37.514792,126.8772807,없음,0,없음
491,3호화장실(무궁화화장실),서울 영등포구 여의공원로 68 ,있음,있음,24시간,37.5260776,126.922483,남여,0,없음
4437,4.19도서관,서울특별시 종로구 새문안로17,없음,없음,08:00-22:00,37.5674948,126.9676947,없음,0,없음
4287,4번 화장실(해마루 축구장),서울특별시 양천구 안양천로 812,있음,있음,24시간,37.5177712,126.8781058,없음,0,장애인화장실
308,4차 산업혁명체험센터,서울특별시 성동구 행당동 378 4차 산업혁명 체험센터,있음,있음,09~20시,37.554221,127.0406564,없음,0,없음
539,4호화장실(민들레화장실),서울 영등포구 여의공원로 68 ,없음,있음,24시간,37.5260776,126.922483,여자,0,없음
4288,5번 화장실(오목교 출구),서울특별시 양천구 안양천로 884,있음,있음,24시간,37.5239118,126.8781005,없음,0,없음
540,5호화장실(수선화화장실),서울 영등포구 여의공원로 68 ,있음,있음,24시간,37.5260776,126.922483,여자,0,없음
4289,6번 화장실(영학정),서울특별시 양천구 안양천로 914,있음,있음,24시간,37.531018,126.884903,없음,0,없음
541,6호화장실(봉선화화장실),서울 영등포구 여의공원로 68 ,있음,있음,24시간,37.5260776,126.922483,여자,0,장애인화장실+남자화장실+여자화장실
4290,7번 화장실(목동인라인장),서울특별시 양천구 안양천로 1026,있음,있음,24시간,37.531018,126.884903,없음,0,없음
1500,7초소앞 화장실,서울특별시 마포구 성산동 515 월드컵주경기장,있음,있음,00~24,37.5714494,126.8970051,여자,0,없음
696,7호선가산디지털단지역,서울특별시 금천구 가산동 468-4,없음,있음,24시간,37.48159601,126.8825604,없음,0,없음
542,7호화장실(은방울화장실),서울 영등포구 여의공원로 68 ,있음,있음,24시간,37.5260776,126.922483,여자,0,없음
4291,8번 화장실(양평교),서울특별시 양천구 안양천로 1092,있음,있음,24시간,37.5369226,126.8869621,여자,0,없음
543,8호화장실,서울 영등포구 여의공원로 68 ,있음,있음,24시간,37.5260776,126.922483,남여,0,없음
4292,9번 화장실(양화교),서울특별시 양천구 안양천로 1138,있음,있음,24시간,37.5369226,126.8869621,여자,0,없음
1992,ANDAZ(지하층),서울특별시 논현로 854,없음,없음,10:00~22:30,37.5254187,127.028869,없음,0,없음
4108,AT센터,서울특별시 서초구 양재2동 232,없음,없음,평일/휴일 : 8시 ~ 20시,37.4682561,127.0391414,없음,0,없음
4468,CGV 대학로점 2F,서울특별시 종로구 대명길 28,없음,없음,상시,37.5834636,126.9998463,없음,0,없음
2969,CJ푸드빌빕스대방점,서울특별시 동작구 노량진로 2 ,없음,없음,11:00~22:00,37.5122732,126.9257885,없음,0,없음
595,CM병원 화장실,서울특별시 영등포구 영등포로36길 13 ,있음,있음,09:00~18:00,37.518853,126.9041731,여자,0,없음
847,CT센터타워빌딩,저동2가 24-1,있음,있음,정시,37.5644711,126.9903565,없음,0,없음
160,CU 은평 한옥마을점,서울특별시 은평구 진관동 127-23,없음,없음,6:30~23:30,37.6302137,126.9285284,없음,0,장애인화장실+남자화장실+여자화장실
1196,cu군자본점,서울특별시 광진구 동일로60길 40,없음,없음,09:00~00:00,37.5577871,127.0754571,없음,0,없음
36,cu편의점 은평구청점 화장실,서울특별시 은평구 은평로21길 53 ,없음,없음,24시간,37.6030572,126.9285294,없음,0,없음
37,cu편의점 은평녹번점 화장실,서울특별시 은평구 은평로21길 8 ,없음,없음,24시간,37.601676,126.933389,없음,0,없음
2662,C구장(축구장) 제방,서울특별시 구로구 안양천동자전거길 525,없음,없음,:~:,37.5141665,126.8800818,없음,0,없음
880,DDP역(4)(지하1층) 화장실,광희동2가 9,있음,있음,05:00~24:00,37.5646921,127.0073151,남여,0,장애인화장실+남자화장실+여자화장실
881,DDP역(4)(지하2층),광희동2가 9,있음,있음,05:00~24:00,37.5646921,127.0073151,남여,0,없음
1751,D'mark빌딩,서울특별시 도곡로 408 ,없음,없음,06:00~24:00,37.4966877,127.0552639,없음,0,없음
1562,DMC산학연구센터 화장실,서울특별시 마포구 상암동 1649 DMC 산학협력연구센터,없음,없음,09~18,37.5760321,126.8905611,없음,0,없음
1341,GS E&R 주유소 화장실,서울특별시 강북구 도봉로 124 ,없음,없음,06:00~24:00,37.6199964,127.0290304,없음,0,없음
2515,GS 복지송파충전소,서울특별시 송파구 장지동 907,없음,없음,24시간,37.4754578,127.1316392,없음,0,없음
4476,GS25 상명대점,서울특별시 종로구 홍지문2길 16,없음,없음,상시,37.6016811,126.9556108,없음,0,없음
2359,GS석촌주유소,서울특별시 송파구 석촌동 14-12,없음,없음,24시간,37.5028242,127.0985725,없음,0,장애인화장실+여자화장실
357,GS세창주유소 개방화장실,서울특별시 성북구 길음동 21-73 GS세창주유소,없음,없음,00:00~23:50,37.6087438,127.0292091,없음,0,없음
1343,GS칼텍스 수유동주유소 화장실,서울특별시 강북구 도봉로 395 ,없음,없음,05:00~24:00,37.6421556,127.0295862,없음,0,없음
1348,GS칼텍스 신광주유소 화장실,서울특별시 강북구 삼양로 484 ,없음,없음,00:00~24:00,37.6464088,127.0153285,없음,0,없음
1603,GS칼텍스 타워주유소,서울특별시 논현로 516 ,없음,없음,상시,37.5027083,127.0363956,없음,0,없음
3398,GS칼텍스(주)경인고속주유소 개방화장실,서울특별시 강서구 화곡동 843-4,없음,없음,00:00~24:00,37.52964523,126.8598349,없음,0,없음
3386,GS칼텍스강서열린주유소 개방화장실,서울특별시 강서구 등촌동 510-13,없음,없음,00:00~24:00,37.54873508,126.8629888,없음,0,없음
1966,GS칼텍스㈜산성주유소,서울특별시 헌릉로 730,없음,없음,상시,37.4665675,127.1190803,없음,0,남자화장실+여자화장실
1651,GS칼텍스㈜삼성로점,서울특별시 삼성로 563 ,없음,없음,상시,37.5118615,127.0535258,없음,0,없음
1604,GS타워,서울특별시 논현로 508 ,없음,없음,상시,37.5020938,127.0367984,없음,0,장애인화장실+남자화장실+여자화장실
2541,GS훼미리주유소,서울특별시 송파구 문정동 150-21,없음,없음,24시간,37.4912353,127.1153533,없음,0,없음
1733,G빌딩(펀비어킹),서울특별시 언주로 134길 19,없음,없음,13:00~26:00,37.5169769,127.0371791,없음,0,장애인화장실+남자화장실+여자화장실
2898,HDC아이파크몰,서울특별시 용산구 한강대로23길 55 ,없음,없음,10:30~20:00,37.529557,126.9641567,없음,0,장애인화장실+남자화장실+여자화장실
623,JEI PLATZ(재능유통),서울특별시 금천구 가산디지털1로 186,없음,없음,24시간,37.48191219,126.881583,없음,0,장애인화장실+여자화장실
2743,JHC에너지,서울특별시 구로구 시흥대로 539,없음,없음,05:00~24:00,37.4815266,126.8998375,없음,0,장애인화장실+남자화장실+여자화장실
1396,JK빌딩,서울특별시 성동구 성수동2가 273-36 제이케이타워,있음,있음,07~21시,37.5429587,127.0584036,없음,0,없음
4462,JW 매리어트 호텔,서울특별시 종로구 청계천로279,있음,있음,상시,37.5703941,127.0089126,없음,0,장애인화장실+남자화장실+여자화장실
1026,K1 REIT빌딩 개방화장실,서울 서대문구 충정로 36 ,없음,없음,00:00~00:00,37.5620214,126.9645287,없음,0,없음
4419,KFC대학로점,서울특별시 종로구 대학로120,없음,없음,상시,37.5818773,127.0022951,없음,0,장애인화장실+남자화장실+여자화장실
1517,KGIT상암센터 화장실,서울특별시 마포구 상암동 1601 케이지아이티센터,없음,없음,06~24,37.5801149,126.8889223,없음,0,장애인화장실+남자화장실+여자화장실
601,KH에너지㈜직영 시흥대로 주유소,서울특별시 금천구 시흥동 993,없음,없음,24시간,37.453442,126.9005383,없음,0,없음
633,KLP제2주유소,서울특별시 성동구 송정동 83,없음,없음,24시간,37.5539975,127.0703898,없음,0,없음
704,kt 금천전화국,서울특별시 금천구 시흥동 985-14,있음,없음,09:00~18:00,37.44644635,126.9030223,없음,0,여자화장실
1014,k-스퀘어 신촌,신촌로73,없음,없음,07:00~24:00,37.5563335,126.9348124,없음,0,여자화장실
1608,LG 에클라트 오피스텔,서울특별시 테헤란로20길 19 ,없음,없음,상시,37.498543,127.0350412,없음,0,여자화장실
47,MG 새마을금고 화장실,서울특별시 은평구 응암로 178-1 ,없음,없음,24시간,37.5878152,126.9169845,없음,0,장애인화장실+남자화장실+여자화장실
2780,NC 신구로점 1층,서울특별시 구로구 구로중앙로152,있음,없음,10:30~21:00,37.5011761,126.8828394,없음,0,없음
2781,NC 신구로점 2층-1,서울특별시 구로구 구로중앙로152,없음,없음,10:30~21:00,37.5011761,126.8828394,여자,0,장애인화장실+남자화장실+여자화장실
2782,NC 신구로점 2층-2,서울특별시 구로구 구로중앙로152,없음,없음,10:30~21:00,37.5011761,126.8828394,없음,0,없음
2783,NC 신구로점 3층-1,서울특별시 구로구 구로중앙로152,없음,없음,10:30~21:00,37.5011761,126.8828394,없음,0,장애인화장실+여자화장실
2784,NC 신구로점 3층-2,서울특별시 구로구 구로중앙로152,없음,없음,10:30~21:00,37.5011761,126.8828394,없음,0,장애인화장실+남자화장실+여자화장실
2785,NC 신구로점 4층-1,서울특별시 구로구 구로중앙로152,없음,없음,10:30~21:00,37.5011761,126.8828394,없음,0,장애인화장실+남자화장실+여자화장실
2786,NC 신구로점 4층-2,서울특별시 구로구 구로중앙로152,없음,없음,10:30~21:00,37.5011761,126.8828394,없음,0,장애인화장실+남자화장실+여자화장실
2787,NC 신구로점 5층-1,서울특별시 구로구 구로중앙로152,없음,없음,10:30~21:00,37.5011761,126.8828394,여자,0,없음
2788,NC 신구로점 5층-2,서울특별시 구로구 구로중앙로152,없음,없음,10:30~21:00,37.5011761,126.8828394,없음,0,없음
2789,NC 신구로점 6층-1,서울특별시 구로구 구로중앙로152,없음,없음,10:30~21:00,37.5011761,126.8828394,없음,0,남자화장실+여자화장실
2790,NC 신구로점 6층-2,서울특별시 구로구 구로중앙로152,없음,없음,10:30~21:00,37.5011761,126.8828394,없음,0,없음
2791,NC 신구로점 7층-1,서울특별시 구로구 구로중앙로152,있음,있음,10:30~21:00,37.5011761,126.8828394,여자,0,없음
2792,NC 신구로점 7층-2,서울특별시 구로구 구로중앙로152,없음,없음,10:30~21:00,37.5011761,126.8828394,없음,0,없음
2778,NC 신구로점 지하1층-1,서울특별시 구로구 구로중앙로152,없음,없음,10:30~21:00,37.5011761,126.8828394,없음,0,없음
2779,NC 신구로점 지하1층-2,서울특별시 구로구 구로중앙로152,없음,없음,10:30~21:00,37.5011761,126.8828394,여자,0,없음
3431,NC백화점 강서점,서울특별시 강서구 등촌동 689-2,없음,없음,10:00~23:00,37.55993353,126.8404988,여자,0,없음
1474,Sba 서울산업진흥원,서울특별시 마포구 상암동 1602 서울산업진흥원,있음,있음,09~22,37.5805208,126.8896388,없음,0,없음
1054,SK BROADBAND 개방화장실,서울 서대문구 신촌로 135 ,없음,없음,00:00~00:00,37.5567665,126.9408376,없음,0,없음
3215,SK 가양주유소 개방화장실,서울특별시 강서구 가양동 151-1,없음,없음,00:00~24:00,37.56973655,126.8419785,없음,0,장애인화장실+남자화장실+여자화장실
2375,SK 복지잠실충전소,서울특별시 송파구 잠실동 336-9,없음,없음,24시간,37.5036257,127.0869887,없음,0,없음
1732,SK 허브블루,서울특별시 학동로 342,없음,없음,상시,37.5166861,127.0405907,없음,0,장애인화장실+남자화장실+여자화장실
2740,SK구로주유소,서울특별시 구로구 구일로 94,없음,없음,00:00~24:00,37.4936018,126.872189,없음,0,장애인화장실+남자화장실+여자화장실
2970,sk네트워크 21세기주유소,서울특별시 동작구 시흥대로 616 ,없음,없음,00:00~24:00,37.4871204,126.9056444,없음,0,장애인화장실+남자화장실+여자화장실
2971,sk네트워크 흑석동주유소,서울특별시 동작구 현충로 101 ,없음,없음,00:00~24:00,37.5080132,126.9652693,없음,0,없음
1345,SK네트웍스(주) 매일주유소,서울특별시 강북구 삼양로 217 ,없음,없음,00:00~24:00,37.6227977,127.0191356,없음,0,없음
1344,SK네트웍스(주) 새한주유소,서울특별시 강북구 도봉로 75 ,없음,없음,00:00~24:00,37.6157263,127.0295193,없음,0,장애인화장실+남자화장실+여자화장실
4315,SK네트웍스(주)신평주유소,서울특별시 양천구 목동남로 62,없음,없음,00:00~24:00,37.5093842,126.866217,없음,0,없음
602,SK네트웍스㈜ 박미주유소,서울특별시 금천구 시흥동 980,없음,없음,24시간,37.43720863,126.9024534,없음,0,장애인화장실+남자화장실+여자화장실
604,SK네트웍스㈜ 순환도로주유소,서울특별시 금천구 독산동 900-4,없음,없음,07:00~23:00,37.48020539,126.9075035,없음,0,없음
608,SK네트웍스㈜ 이가주유소,서울특별시 금천구 독산동 150-6,없음,없음,24시간,37.47315158,126.8978925,없음,0,없음
4478,SK네트웍스㈜재동주유소,서울특별시 종로구 율곡로 58,없음,없음,24시간,37.5764263,126.9858428,없음,0,장애인화장실+여자화장실
1622,SK리더스뷰,서울특별시 남부순환로 2763 ,없음,없음,06:00~23:00,37.4919843,127.058717,없음,0,장애인화장실+남자화장실+여자화장실
867,sk리더스뷰남산상가,서울특별시 중구 회현동1가 206 리더스뷰남산,없음,없음,상시,37.5591263,126.9806365,없음,0,없음
2512,SK방이주유소,서울특별시 송파구 방이동 132-1,없음,없음,24시간,37.5106744,127.1208223,없음,0,없음
4416,SK본사,서울특별시 종로구 종로26,있음,있음,07:00~20:00,37.5696154,126.9803675,없음,0,없음
4473,SK북악주유소,서울특별시 종로구 평창문화로 137,없음,없음,24시간,37.6098636,126.9748982,없음,0,없음
1351,SK세원주유소 화장실,서울특별시 강북구 한천로 918 ,없음,없음,06:00~23:00,37.6342596,127.037732,없음,0,없음
818,SK에너지 통일주유소,장충동2가 186-106,없음,없음,정시,37.5607291,127.0031552,없음,0,여자화장실
876,SK에너지 퇴계로주유소,필동2가 51-1,없음,없음,정시,37.5617045,126.9971484,없음,0,없음
2757,SK에너지(주) 개봉동주유소,서울특별시 구로구 경인로 290,없음,없음,06:00~23:00,37.4976403,126.8523714,없음,0,없음
4312,SK에너지㈜경인주유소,서울특별시 양천구 국회대로 170,없음,없음,05:00~익일1:00,37.5281554,126.8538235,없음,0,없음
2086,SK주상가,서울특별시 동대문구 사가정로 148,없음,없음,24시간,37.5766417,127.060466,없음,0,없음
4006,sk주유소,서울특별시 서초구 서초3동 1464-18,없음,없음,상시,37.4805089,127.0120239,없음,0,없음
1712,SK주유소,서울특별시 논현로 747 ,없음,없음,상시,37.5186368,127.028238,없음,0,없음
1548,SK허브블루오피스텔,서울특별시 마포구 아현동 737 마포에스케이허브블루,없음,없음,00~24,37.5519938,126.9565163,없음,0,없음
1729,SK힐탑 주유소,서울특별시 논현로 640 ,없음,없음,상시,37.5106887,127.0325689,없음,0,여자화장실
1346,S-OIL 동원주유소 화장실,서울특별시 강북구 삼양로 316 ,없음,없음,05:00~24:00,37.6316335,127.0179394,없음,0,없음
1349,S-OIL 에덴주유소,서울특별시 강북구 월계로 195 ,없음,없음,04:00~24:00,37.6216958,127.0455344,없음,0,없음
1340,S-OIL 좋은기름주유소,서울특별시 강북구 덕릉로 158 ,없음,없음,05:00~24:00,37.6349756,127.0313182,없음,0,남자화장실+여자화장실
1710,SP타이어,서울특별시 개포로 22길 8,없음,없음,09:00~18:00,37.4782312,127.0475868,없음,0,장애인화장실+남자화장실+여자화장실
1648,S-TOWER,서울특별시 봉은사로 469 삼성동),없음,없음,07:30~22:00,37.5126001,127.0507861,없음,0,장애인화장실+남자화장실+여자화장실
4065,S오일 가스충전소,서울특별시 서초구 방배2동 443-1,없음,있음,상시,37.4748879,126.9880929,없음,0,장애인화장실
3199,VIP오피스텔 개방화장실,서울특별시 강서구 화곡동 1107,없음,없음,08:00~20:00,37.55483191,126.8542297,없음,0,없음
2925,X게임장화장실,서울특별시 동작구 여의대방로20길33,있음,있음,00:00~00:00,37.4926778,126.919139,남여,0,장애인화장실+여자화장실
848,YWCA,명동1가 1-6,없음,없음,정시,37.5643018,126.9846643,없음,0,없음
1354,Y-스퀘어,서울특별시 강북구 도봉로 52,없음,없음,00:00~24:00,37.613701,127.0305142,없음,0,없음
1337,가든타워 개방화장실,서울특별시 강북구 도봉로 328 ,없음,없음,08:00~18:00,37.6370653,127.0252072,없음,0,없음
2442,가든파이브(라이프),서울특별시 송파구 문정동 634,있음,있음,영업시간 내,37.4776483,127.1249964,없음,0,장애인화장실+여자화장실
2441,가든파이브(툴),서울특별시 송파구 문정동 628,있음,있음,24시간,37.478626,127.1192753,남여,0,여자화장실
2451,가든파이브주유소,서울특별시 송파구 장지동 875-1,없음,없음,24시간,37.4768715,127.1320663,없음,0,장애인화장실+여자화장실
2262,가락119안전센터,서울특별시 송파구 가락동 600,있음,있음,24시간,37.4934824,127.1115038,없음,0,장애인화장실+여자화장실
2255,가락1동주민센터,서울특별시 송파구 가락동 915,있음,있음,영업시간 내,37.4964644,127.1096646,없음,0,장애인화장실+남자화장실+여자화장실
2436,가락2동주민센터,서울특별시 송파구 가락동 154,있음,없음,영업시간 내,37.4987162,127.1266048,없음,0,없음
2257,가락공원1(관리동) 화장실,서울특별시 송파구 가락동 37,있음,있음,24시간,37.4979534,127.124438,여자,0,없음
2258,가락공원2 (족구장) 화장실,서울특별시 송파구 가락동 37,없음,없음,24시간,37.4979534,127.124438,없음,0,없음
2209,가락로주유소(셀프),서울특별시 송파구 석촌동 239-8,없음,없음,24시간,37.4994902,127.1017419,없음,0,
2432,가락본동주민센터,서울특별시 송파구 가락동 77-3,있음,있음,영업시간 내,37.4955123,127.1217696,없음,0,
2268,가락빌딩(삼성생명빌딩),서울특별시 송파구 가락동 8-2,없음,없음,24시간,37.5024173,127.1261298,없음,0,
2417,"가락시장역(개찰구 안, 밖)",서울특별시 송파구 가락동 184-23,있음,있음,영업시간 내,37.4929144,127.1182155,없음,0,
2254,가락종합사회복지관,서울특별시 송파구 가락동 481-2,있음,있음,영업시간 내,37.4957129,127.1072723,없음,0,
2537,가락지구대,서울특별시 송파구 가락동 37,없음,없음,24시간,37.4979534,127.124438,없음,0,
4298,가로공원공영주차장,서울특별시 양천구 신월동 263,있음,있음,07시~21시,37.53649,126.83035,여자,0,
2701,가리봉동주민센터,서울특별시 구로구 남부순환로 105길 198,없음,없음,:~:,37.4841087,126.8840578,없음,0,
2719,가리봉시장,서울특별시 구로구 우마3길 5,없음,없음,09:00~21:00,37.4816602,126.888587,없음,0,
3906,가빛섬화장실,서울특별시 서초구 반포동 649,있음,있음,12:00~22:00,37.5125444,126.9969065,없음,0,
680,가산도서관(1층),서울특별시 금천구 가산로5길 43,있음,있음,정시(06:00~22:00),37.4734504,126.8921274,없음,0,
682,가산동 주민센터,서울특별시 금천구 가산동 144-3,있음,없음,09:00~18:00,37.4768682,126.8917561,없음,0,
667,가산동공영주차장,서울특별시 금천구 가산동 148-28,없음,없음,24시간,37.4766272,126.8955605,없음,0,
699,가산문화센터,서울특별시 금천구 가산동 345-58,없음,없음,09:00~21:00,37.4761293,126.8837128,없음,0,
697,가산우체국,서울특별시 금천구 가산동 146-61,없음,없음,09:00~18:00,37.47843871,126.8938122,없음,0,
3180,가양1동주민센터 화장실,서울특별시 강서구 가양동 1462-3,있음,있음,09:00~18:00,37.56948816,126.8447046,없음,0,장애인화장실+여자화장실
3182,가양2동주민센터 화장실,서울특별시 강서구 가양동 1472-4,없음,없음,09:00~18:00,37.56739892,126.8512712,없음,0,
3461,가양2치안센터,서울특별시 강서구 가양2동 1772-3,없음,없음,00:00~24:00,37.5667544,126.854338,없음,0,
3183,가양3동주민센터 화장실,서울특별시 강서구 가양동 1488-1,있음,있음,09:00~18:00,37.56108697,126.8605577,없음,0,
3444,가양4종합사회복지관 2층 화장실,서울특별시 강서구 가양동 1478,있음,있음,09:00~18:00,37.56593184,126.8520692,없음,0,없음
3443,가양4종합사회복지관 화장실,서울특별시 강서구 가양동 1478,있음,있음,09:00~18:00,37.56593184,126.8520692,없음,0,
3446,가양5종합사회복지관 2층 화장실,서울특별시 강서구 가양동 1481,있음,있음,09:00~18:00,37.56462738,126.8535196,남여,0,
3222,가양7종합사회복지관 1층 화장실,서울특별시 강서구 가양동 1486,없음,있음,09:00~18:00,37.56173898,126.8615915,없음,0,
3247,가양도서관,서울특별시 강서구 가양동 1493,있음,있음,09:00~22:00,37.55996013,126.8655599,없음,0,없음
3447,가양동 견인차량보관소 화장실,서울특별시 강서구 가양동 451-8,없음,없음,09:00~18:00,37.56020515,126.8597027,없음,0,
3162,가양레포츠센터 화장실,서울특별시 강서구 가양동 1493,있음,있음,06:00~22:00,37.55996013,126.8655599,없음,0,없음
3420,가양역,서울특별시 강서구 가양동 14-61,있음,있음,05:00~24:00,37.56155426,126.8543883,남여,0,없음
3465,가양지구대,서울특별시 강서구 등촌동 706-1,없음,없음,00:00~24:00,37.55924913,126.8501226,없음,0,없음
3401,가양현대주유소 개방화장실,서울특별시 강서구 화곡동 402-2,없음,없음,00:00~24:00,37.54024241,126.841164,없음,0,없음
896,가온도서관,신당동 425-11,없음,없음,09:00~18:00,37.5563646,127.0108385,없음,0,없음
3638,가재울 공영주차장 공중화장실,서울특별시 노원구 한글비석로 98,없음,없음,정시,37.6373194,127.0732652,없음,0,없음
1048,가재울 공중화장실,서울특별시 서대문구 연희동 530-2 가재울공중화장실,있음,있음,24시간,37.5706795,126.919983,없음,0,없음
3659,가재울근린공원,"서울특별시 중계2,3동515-4",있음,있음,24시간,37.6420907,127.0687149,여자,0,여자화장실
1242,가중나무공원 공중화장실,서울특별시 광진구 동일로28길 160,없음,없음,00:00~00:00,37.5462213,127.0689281,없음,0,없음
4376,가회동주민센터화장실,서울특별시 종로구 가회동 156,없음,없음,24시간,37.5801053,126.9847902,없음,0,없음
3670,각심어린이공원,서울특별시 월계2동555,없음,없음,24시간,37.6341057,127.0512947,여자,0,여자화장실
2656,간대어린이공원 화장실,서울특별시 성북구 장위동 207-49,있음,있음,24시간,37.6181448,127.0508424,없음,0,여자화장실
2140,간데메공원 관리소,서울특별시 동대문구 시립대로 2길 59,있음,없음,24시간,37.5733392,127.0487341,여자,0,여자화장실
2141,간데메공원 농구장,서울특별시 동대문구 시립대로 2길 59,없음,없음,24시간,37.5733392,127.0487341,없음,0,여자화장실
2027,간송옛집 화장실,서울특별시 도봉구 방학동 430 전형필 가옥,있음,있음,09:00-18:00,37.6648047,127.0281676,없음,0,여자화장실
2926,간이화장실,서울특별시 동작구 여의대방로20길33,없음,없음,00:00~00:00,37.4926778,126.919139,없음,0,여자화장실
2934,"간이화장실_까치산근린공원(사당동,관동)",서울특별시 동작구 사당동 산44-23,없음,없음,00:00~00:00,37.4794482,126.9673752,없음,0,여자화장실
3082,"간이화장실_까치산근린공원(사당동,초소앞)",서울특별시 동작구 사당동 산32-85,없음,없음,00:00~00:00,37.4826884,126.9621806,없음,0,여자화장실
3083,간이화장실_까치산근린공원(푸른솔배드민턴장),서울특별시 동작구 사당동 산32-8,없음,없음,00:00~00:00,37.4865758,126.9636026,없음,0,여자화장실
2927,간이화장실_노들나루공원,서울특별시 동작구 본동 258-1,없음,없음,00:00~00:00,37.5137203,126.9536145,없음,0,
3074,간이화장실_노량진근린공원_대방동배드민턴장,서울특별시 동작구 대방동 23-189,없음,없음,00:00~00:00,37.5121909,126.9321846,없음,0,여자화장실
