번호,구분,name,address,소재지지번주소,남성용-대변기수,남성용-소변기수,남성용-장애인용대변기수,남성용-장애인용소변기수,남성용-어린이용대변기수,남성용-어린이용소변기수,여성용-대변기수,여성용-장애인용대변기수,여성용-어린이용대변기수,관리기관명,전화번호,개방시간,설치연월,WGS84위도,WGS84경도,화장실소유구분,화장실설치장소유형,오물처리방식,비상벨설치여부,비상벨설치장소,화장실입구CCTV설치유무,기저귀교환대유무,기저귀교환대장소,리모델링연월,데이터기준일자
11,공중화장실,영진빌딩 화장실,서울특별시 은평구 연서로 137 (구산동, 영진빌딩),,2,2,0,0,0,0,2,0,0,영진빌딩,,24시간,,,,지방자치단체,기타,수세식,N,없음,Y,N,없음,,2020-08-05
12,공중화장실,스타벅스 구산역점 화장실,서울특별시 은평구 연서로 146,,1,2,0,0,0,0,2,0,0,은평구 스타벅스 구산역점,,24시간,,,,지방자치단체,기타,수세식,N,없음,N,N,없음,,2020-08-05
13,개방화장실,맥도날드 연신내점 개방화장실,서울특별시 은평구 연서로 213,,1,2,0,0,0,0,2,0,0,맥도날드 연신내점,,24시간,,,,지방자치단체,기타,수세식,N,없음,N,N,없음,,2020-08-05
14,공중화장실,알라딘중고서점 COFFEE 연신내점 화장실,서울특별시 은평구 연서로 214,,1,0,0,0,0,0,1,0,0,은평구 알라딘중고서점 COFFEE 연신내점,,24시간,,,,지방자치단체,기타,수세식,N,없음,N,N,없음,,2020-08-05
15,공중화장실,스타벅스 연신내점,서울특별시 은평구 연서로 216,,2,2,0,0,0,0,4,0,0,은평구 스타벅스 연신내점,,24시간,,,,지방자치단체,기타,수세식,N,없음,N,N,없음,,2020-08-05
16,공중화장실,역촌동주민센터 공중화장실,서울특별시 은평구 연서로 59 (역촌동, 역촌동주민센터),,2,3,0,0,0,0,2,0,0,역촌동주민센터,,9:00~18:00,,,,지방자치단체,공공용시설,수세식,N,없음,Y,N,없음,,2020-08-05
17,공중화장실,구산역 화장실,서울특별시 은평구 연서로 지하 137-1 (구산동, 6호선 구산역사무소),,3,7,0,0,0,0,5,0,0,서울교통공사,,24시간,,,,지방자치단체,교통시설,수세식,Y,장애인화장실+여자화장실,Y,Y,남자화장실+여자화장실,,2020-08-05
18,개방화장실,역촌중앙시장 개방화장실,서울특별시 은평구 연서로17길 18-6,,3,2,0,0,0,0,3,0,0,역촌중앙시장,,24시간,,,,지방자치단체,상업시설,수세식,N,없음,N,N,없음,,2020-08-05
19,공중화장실,길마어린이공원,서울특별시 은평구 연서로21길 15,,2,3,0,0,0,0,3,0,0,은평구 자원순환과,,24시간,,,,지방자치단체,관광·체육시설,수세식,N,없음,N,Y,여자화장실,,2020-08-05
20,공중화장실,갈현제2동주민센터 화장실,서울특별시 은평구 연서로27길 31-6 (갈현동, 갈현2동주민센터),,2,2,0,0,0,0,2,0,0,은평구 갈현제2동주민센터,,24시간,,,,지방자치단체,공공용시설,수세식,N,없음,N,N,없음,,2020-08-05
21,공중화장실,새장골어린이공원,서울특별시 은평구 연서로37가길 10-12,,1,2,0,0,0,0,1,0,0,은평구 자원순환과,,24시간,,,,지방자치단체,관광·체육시설,수세식,Y,장애인화장실+남자화장실+여자화장실,N,Y,여자화장실,,2020-08-05
22,공중화장실,역촌1치안센터 공중화장실,서울특별시 은평구 연서로6길 19 (역촌동, 역촌1치안센터),,0,1,0,0,0,0,0,0,0,역촌1치안센터,,9:00~18:00,,,,지방자치단체,공공용시설,수세식,N,없음,N,N,없음,,2020-08-05
23,공중화장실,연서어린이공원 공중화장실,서울특별시 은평구 연서로6길 8-1,,2,3,0,0,0,0,2,0,0,은평구 자원순환과,,24시간,,,,지방자치단체,관광·체육시설,수세식,Y,장애인화장실+남자화장실+여자화장실,N,Y,여자화장실,,2020-08-05
24,공중화장실,서부병원,서울특별시 은평구 은평로 133,,1,1,0,0,0,0,2,0,0,서부병원,,24시간,,,,지방자치단체,기타,수세식,N,없음,N,N,없음,,2020-08-05
25,개방화장실,은경빌딩 개방화장실,서울특별시 은평구 은평로 136 (응암동, 은경빌딩),,2,2,0,0,0,0,2,0,0,은경빌딩,,24시간,,,,지방자치단체,기타,수세식,N,없음,N,N,없음,,2020-08-05
26,개방화장실,상현빌딩 개방화장실,서울특별시 은평구 은평로 170 (응암동, 상현빌딩),,26,26,0,0,0,0,33,0,0,상현빌딩,,24시간,,,,지방자치단체,기타,수세식,N,없음,N,N,없음,,2020-08-05
27,공중화장실,현대자동차 은평지점 화장실,서울특별시 은평구 은평로 181 (녹번동, 서일빌딩),,1,1,0,0,0,0,1,0,0,현대자동차 은평지점,,24시간,,,,지방자치단체,상업시설,수세식,N,없음,N,N,없음,,2020-08-05
28,공중화장실,녹번시장,서울특별시 은평구 은평로 204-4,,2,2,0,0,0,0,2,0,0,녹번시장,,24시간,,,,지방자치단체,상업시설,수세식,N,없음,N,N,없음,,2020-08-05
29,공중화장실,사회적경제허브센터 화장실,서울특별시 은평구 은평로 245 (녹번동, 은평소방서녹번119안전센터),,2,2,0,0,0,0,2,0,0,사회적경제허브센터,,24시간,,,,지방자치단체,공공용시설,수세식,N,없음,N,N,없음,,2020-08-05
30,공중화장실,신사1 치안센터 화장실,서울특별시 은평구 은평로 28 (신사동, 신사1 치안센터),,0,1,0,0,0,0,0,0,0,신사1 치안센터,,24시간,,,,지방자치단체,공공용시설,수세식,N,없음,Y,N,없음,,2020-08-05
31,공중화장실,신사종합사회복지관,서울특별시 은평구 은평로 38 (신사동, 신사종합사회복지관),,4,8,0,0,0,0,4,0,0,신사종합사회복지관,,24시간,,,,지방자치단체,공공용시설,수세식,Y,장애인화장실,N,N,없음,,2020-08-05
32,공중화장실,응암어린이공원 공중화장실,서울특별시 은평구 은평로11길 10,,2,3,0,0,0,0,4,0,0,은평구 자원순환과,,24시간,,,,지방자치단체,관광·체육시설,수세식,Y,장애인화장실+남자화장실+여자화장실,N,Y,남자화장실,,2020-08-05
33,공중화장실,새록어린이공원 공중화장실,서울특별시 은평구 은평로13길 35,,1,3,0,0,0,0,4,0,0,은평구 자원순환과,,24시간,,,,지방자치단체,관광·체육시설,수세식,Y,장애인화장실+남자화장실+여자화장실,N,Y,여자화장실,,2020-08-05
34,공중화장실,녹번종합사회복지관 화장실,서울특별시 은평구 은평로21길 14-26 (녹번동),,9,10,0,0,0,0,9,0,0,녹번종합사회복지관,,24시간,,,,지방자치단체,교통시설,수세식,N,없음,N,N,없음,,2020-08-05
35,공중화장실,즐거운반딧불이 화장실,서울특별시 은평구 은평로21길 32 (녹번동),,0,1,0,0,0,0,0,0,0,즐거운반딧불이,,24시간,,,,지방자치단체,상업시설,수세식,N,없음,N,N,없음,,2020-08-05
36,공중화장실,cu편의점 은평구청점 화장실,서울특별시 은평구 은평로21길 53 (녹번동, 홍익빌라),,0,1,0,0,0,0,0,0,0,cu편의점 은평구청점,,24시간,,,,지방자치단체,상업시설,수세식,N,없음,N,N,없음,,2020-08-05
37,공중화장실,cu편의점 은평녹번점 화장실,서울특별시 은평구 은평로21길 8 (녹번동),,0,1,0,0,0,0,0,0,0,cu편의점 은평녹번점,,24시간,,,,지방자치단체,상업시설,수세식,N,없음,N,N,없음,,2020-08-05
38,공중화장실,신사1동주민센터,서울특별시 은평구 은평로2길 2 (신사동, 신사1동주민센터),,4,4,0,0,0,0,8,0,0,은평구 신사1동주민센터,,24시간,,,,지방자치단체,공공용시설,수세식,Y,장애인화장실,Y,N,없음,,2020-08-05
39,공중화장실,포수동어린이공원,서울특별시 은평구 은평로8길 28,,1,3,0,0,0,0,4,0,0,은평구 자원순환과,,24시간,,,,지방자치단체,관광·체육시설,수세식,N,없음,N,Y,여자화장실,,2020-08-05
40,공중화장실,수색동 주민센터 공중화장실,서울특별시 은평구 은평터널로 27 (수색동, 수색동주민센터),,2,2,0,0,0,0,1,0,0,주민센터,,24시간,,,,지방자치단체,공공용시설,수세식,N,없음,N,N,없음,,2020-08-05
41,공중화장실,은평종합사회복지관 화장실,서울특별시 은평구 은평터널로 48 (수색동, 은평종합사회복지관),,0,1,0,0,0,0,0,0,0,은평종합사회복지관,,24시간,,,,지방자치단체,공공용시설,수세식,N,없음,Y,N,없음,,2020-08-05
42,개방화장실,대림한숲타운 개방화장실,서울특별시 은평구 은평터널로 65 (수색동, 대림한숲타운아파트),,2,2,0,0,0,0,2,0,0,대림한숲타운,,24시간,,,,지방자치단체,기타,수세식,N,없음,N,N,없음,,2020-08-05
43,공중화장실,서울서부경찰서 신사지구대 공중화장실,서울특별시 은평구 은평터널로5길 6 (신사동, 신사지구대),,2,1,0,0,0,0,1,0,0,서울서부경찰서 신사지구대,,24시간,,,,지방자치단체,공공용시설,수세식,N,없음,Y,N,없음,,2020-08-05
44,공중화장실,불광천 응암 공중화장실,서울특별시 은평구 응암동 122-20(천),,1,1,0,0,0,0,2,0,0,은평구 자원순환과,,24시간,,,,지방자치단체,기타,수세식,Y,장애인화장실+남자화장실+여자화장실,N,Y,여자화장실,,2020-08-05
45,공중화장실,푸르네 식자재마트 화장실,서울특별시 은평구 응암로 165 (응암동),,1,1,0,0,0,0,2,0,0,푸르네 식자재마트,,24시간,,,,지방자치단체,상업시설,수세식,N,없음,Y,N,없음,,2020-08-05
46,공중화장실,롯데리아 응암오거리점 개방화장실,서울특별시 은평구 응암로 177,,1,2,0,0,0,0,2,0,0,롯데리아 응암오거리점,,24시간,,,,지방자치단체,기타,수세식,N,없음,N,N,없음,,2020-08-05
47,공중화장실,MG 새마을금고 화장실,서울특별시 은평구 응암로 178-1 (응암동, e푸른새마을금고),,0,1,0,0,0,0,0,0,0,응암3동 MG 새마을금고,,24시간,,,,지방자치단체,공공용시설,수세식,N,없음,Y,N,없음,,2020-08-05
48,공중화장실,남창빌딩,서울특별시 은평구 응암로 193,,3,2,0,0,0,0,3,0,0,남창빌딩,,24시간,,,,지방자치단체,기타,수세식,N,없음,N,N,없음,,2020-08-05
49,공중화장실,국민은행 이용고객 전용화장실,서울특별시 은평구 응암로 197 (응암동, 국민은행),,2,2,0,0,0,0,2,0,0,국민은행,,24시간,,,,지방자치단체,공공용시설,수세식,N,없음,N,N,없음,,2020-08-05
50,공중화장실,하나은행 이용 전용화장실,서울특별시 은평구 응암로 217 (응암동, 하나은행),,2,2,0,0,0,0,2,0,0,하나은행,,24시간,,,,지방자치단체,공공용시설,수세식,N,없음,Y,N,없음,,2020-08-05
51,공중화장실,우리은행 고객 전용화장실,서울특별시 은평구 응암로 239 (응암동, 우리은행),,2,2,0,0,0,0,2,0,0,우리은행,,24시간,,,,지방자치단체,공공용시설,수세식,N,없음,Y,N,없음,,2020-08-05
52,개방화장실,경우회관 개방화장실,서울특별시 은평구 응암로 357,,1,1,0,0,0,0,2,0,0,경우회관,,24시간,,,,지방자치단체,기타,수세식,N,없음,N,N,없음,,2020-08-05
53,공중화장실,할머니추어탕 은평점 화장실,서울특별시 은평구 응암로 361 (녹번동),,0,1,0,0,0,0,0,0,0,할머니추어탕 은평점,,24시간,,,,지방자치단체,상업시설,수세식,N,없음,N,N,없음,,2020-08-05
54,공중화장실,진흥빌딩 화장실,서울특별시 은평구 진흥로 160 (녹번동, 진흥빌딩),,1,1,0,0,0,0,2,0,0,서울부동산,,24시간,,,,지방자치단체,상업시설,수세식,N,없음,N,N,없음,,2020-08-05
55,공중화장실,어린이도서관 화장실,서울특별시 은평구 진흥로 174 (녹번동),,1,1,0,0,0,0,2,0,0,양광비젼센터,,24시간,,,,지방자치단체,기타,수세식,N,없음,N,N,없음,,2020-08-05
56,공중화장실,세미빌딩 화장실,서울특별시 은평구 진흥로 180 (녹번동),,0,1,0,0,0,0,0,0,0,핸드폰 할인마트,,24시간,,,,지방자치단체,상업시설,수세식,N,없음,N,N,없음,,2020-08-05
57,개방화장실,서울병원 개방화장실,서울특별시 은평구 진흥로 191 (대조동, 서울특별시병원),,1,1,0,0,0,0,2,0,0,서울병원,,24시간,,,,지방자치단체,기타,수세식,N,없음,N,N,없음,,2020-08-05
58,공중화장실,역마을어린이공원 공중화장실,서울특별시 은평구 진흥로1길 9,,1,4,0,0,0,0,4,0,0,은평구 자원순환과,,24시간,,,,지방자치단체,관광·체육시설,수세식,Y,장애인화장실+남자화장실+여자화장실,N,Y,남자화장실+여자화장실,,2020-08-05
59,공중화장실,대림아파트상가 화장실,서울특별시 은평구 통일로 586 (녹번동, 대림아파트),,1,2,0,0,0,0,2,0,0,진로공인중개사사무실,,24시간,,,,지방자치단체,상업시설,수세식,N,없음,N,N,없음,,2020-08-05
60,공중화장실,메카오피스텔 화장실,서울특별시 은평구 통일로 633 (녹번동, 녹번동오피스텔),,2,2,0,0,0,0,2,0,0,메카오피스텔 관리실,,24시간,,,,지방자치단체,상업시설,수세식,N,없음,Y,N,없음,,2020-08-05
61,공중화장실,서웅빌딩 화장실,서울특별시 은평구 통일로 655 (녹번동),,2,2,0,0,0,0,2,0,0,한국아이디어사,,24시간,,,,지방자치단체,상업시설,수세식,N,없음,N,N,없음,,2020-08-05
62,공중화장실,북한산 한식부페 화장실,서울특별시 은평구 통일로 677 (녹번동),,0,2,0,0,0,0,0,0,0,북한산 한식부페,,24시간,,,,지방자치단체,상업시설,수세식,N,없음,N,N,없음,,2020-08-05
63,공중화장실,장미약수 공중화장실,서울특별시 은평구 통일로 684,,2,3,0,0,0,0,4,0,0,은평구 자원순환과,,24시간,,,,지방자치단체,관광·체육시설,수세식,Y,장애인화장실+남자화장실+여자화장실,N,Y,여자화장실,,2020-08-05
64,공중화장실,기아자동차 은평지점 화장실,서울특별시 은평구 통일로 687 (녹번동),,1,1,0,0,0,0,2,0,0,기아자동차 은평지점,,24시간,,,,지방자치단체,상업시설,수세식,N,없음,N,N,없음,,2020-08-05
65,공중화장실,대조파출소 화장실,서울특별시 은평구 통일로 737,,0,1,0,0,0,0,0,0,0,은평구 대조파출소,,24시간,,,,지방자치단체,공공용시설,수세식,N,없음,N,N,없음,,2020-08-05
66,개방화장실,롯데리아 불광점 개방화장실,서울특별시 은평구 통일로 741 (대조동, 이연빌딩),,2,1,0,0,0,0,3,0,0,롯데리아 불광점,,24시간,,,,지방자치단체,기타,수세식,N,없음,N,N,없음,,2020-08-05
67,공중화장실,엔저리너스 불광역점,서울특별시 은평구 통일로 741 신흥빌딩,,1,1,0,0,0,0,2,0,0,은평구 엔저리너스 불광역점,,24시간,,,,지방자치단체,기타,수세식,N,없음,N,N,없음,,2020-08-05
68,공중화장실,파레제페빌딩,서울특별시 은평구 통일로 830,,1,1,0,0,0,0,3,0,0,파레제페빌딩,,24시간,,,,민간,기타,수세식,N,없음,N,N,없음,,2020-08-05
69,개방화장실,청구성심병원 개방화장실,서울특별시 은평구 통일로 873 (갈현동, 청구성심병원),,1,2,0,0,0,0,3,0,0,청구성심병원,,24시간,,,,지방자치단체,기타,수세식,N,없음,N,N,없음,,2020-08-05
70,공중화장실,녹번역 화장실,서울특별시 은평구 통일로 지하 602-1 (녹번동, 지하철3호선 녹번역),,7,10,0,0,0,0,7,0,0,서울교통공사,,24시간,,,,지방자치단체,교통시설,수세식,Y,장애인화장실+여자화장실,Y,Y,여자화장실,,2020-08-05
71,공중화장실,올레플라자 은평점,서울특별시 은평구 통일로71길 16 1층,,3,3,0,0,0,0,3,0,0,은평구 올레플라자 은평점,,24시간,,,,지방자치단체,공공용시설,수세식,N,없음,N,N,없음,,2020-08-05
72,공중화장실,은평구 선거관리위원회 화장실,서울특별시 은평구 통일로71길 16 4층,,3,3,0,0,0,0,3,0,0,은평구 선거관리위원회,,24시간,,,,지방자치단체,공공용시설,수세식,N,없음,N,N,없음,,2020-08-05
73,공중화장실,국민건강보험 은평지사 화장실,서울특별시 은평구 통일로71길 16 국민건강보험 은평지사(대조동),,6,6,0,0,0,0,6,0,0,국민건강보험 은평지사,,24시간,,,,지방자치단체,공공용시설,수세식,N,없음,N,N,없음,,2020-08-05
74,공중화장실,대조동우체국 화장실,서울특별시 은평구 통일로71길 20(대조동, 대조동우체국),,1,1,0,0,0,0,1,0,0,은평구 대조동우체국,,24시간,,,,지방자치단체,공공용시설,수세식,N,없음,N,N,없음,,2020-08-05
75,공중화장실,서부경찰서 임시청사 화장실,서울특별시 은평구 통일로757(대조동, 서부경찰서 임시청사),,3,3,0,0,0,0,4,0,0,서부경찰서 임시청사,,24시간,,,,지방자치단체,공공용시설,수세식,N,없음,N,N,없음,,2020-08-05
76,공중화장실,은평구립도서관 화장실,서울특별시 은평구 통일로78가길 13-84 (불광동, 은평구립도서관),,12,16,0,0,0,0,12,0,0,은평구립도서관,,24시간,,,,지방자치단체,공공용시설,수세식,N,없음,Y,N,없음,,2020-08-05
77,공중화장실,참다래어린이공원,서울특별시 은평구 응암로25길 8,,2,2,0,0,0,0,4,0,0,은평구 자원순환과,,24시간,,,,지방자치단체,관광·체육시설,수세식,Y,남자화장실+여자화장실,N,N,없음,,2020-08-05
78,개방화장실,대림시장 개방화장실,서울특별시 은평구 응암로4길 20 (응암동, 양지시장),,2,3,0,0,0,0,4,0,0,대림시장,,24시간,,,,지방자치단체,상업시설,수세식,N,없음,N,N,없음,,2020-08-05
79,공중화장실,불광천 증산 공중화장실,서울특별시 은평구 증산동 177-24(천),,1,1,0,0,0,0,2,0,0,은평구 자원순환과,,24시간,,,,지방자치단체,기타,수세식,Y,장애인화장실+남자화장실+여자화장실,N,N,없음,,2020-08-05
80,공중화장실,우리들새마을금고 새절역지점 고객전용 화장실,서울특별시 은평구 증산로 387-1 (신사동),,1,1,0,0,0,0,1,0,0,신사2동 우리들새마을금고,,24시간,,,,지방자치단체,기타,수세식,N,없음,N,N,없음,,2020-08-05
81,공중화장실,불광천 신응교 공중화장실,서울특별시 은평구 증산로 413,,1,2,0,0,0,0,2,0,0,은평구 자원순환과,,24시간,,,,지방자치단체,기타,수세식,Y,장애인화장실+남자화장실+여자화장실,N,N,없음,,2020-08-05
82,공중화장실,새절역 화장실,서울특별시 은평구 증산로 지하 400 (신사동, 6호선 새절역사무소),,3,6,0,0,0,0,6,0,0,서울교통공사,,24시간,,,,지방자치단체,교통시설,수세식,Y,장애인화장실+남자화장실+여자화장실,Y,Y,남자화장실+여자화장실,,2020-08-05
83,공중화장실,응암역 화장실,서울특별시 은평구 증산로 지하 477 (역촌동, 6호선 응암역사무소),,4,4,0,0,0,1,7,0,0,서울교통공사,,24시간,,,,지방자치단체,교통시설,수세식,Y,장애인화장실+여자화장실,Y,Y,남자화장실+여자화장실,,2020-08-05
84,공중화장실,분토골어린이공원 공중화장실,서울특별시 은평구 증산로11길 5,,1,2,0,0,0,0,1,0,0,은평구 자원순환과,,24시간,,,,지방자치단체,관광·체육시설,수세식,Y,장애인화장실+남자화장실+여자화장실,N,Y,여자화장실,,2020-08-05
85,공중화장실,신사2동주민센터 공중화장실,서울특별시 은평구 증산로15길 47 (신사동, 신사2동 복합청사),,10,7,0,0,0,0,15,0,0,신사2동주민센터,,7:00~19:00,,,,지방자치단체,공공용시설,수세식,N,없음,Y,Y,남자화장실+여자화장실,,2020-08-05
86,공중화장실,신흥어린이공원 공중화장실,서울특별시 은평구 증산로21길 25,,1,2,0,0,0,0,3,0,0,은평구 자원순환과,,24시간,,,,지방자치단체,관광·체육시설,수세식,Y,장애인화장실+남자화장실+여자화장실,N,Y,여자화장실,,2020-08-05
87,개방화장실,증산종합시장 개방화장실,서울특별시 은평구 증산로3길 12,,3,2,0,0,0,0,3,0,0,증산종합시장,,24시간,,,,지방자치단체,상업시설,수세식,N,없음,N,N,없음,,2020-08-05
88,공중화장실,시루뫼어린이공원 공중화장실,서울특별시 은평구 증산로5길 13,,1,3,0,0,0,0,3,0,0,은평구 자원순환과,,24시간,,,,지방자치단체,관광·체육시설,수세식,Y,장애인화장실+남자화장실+여자화장실,N,Y,여자화장실,,2020-08-05
89,공중화장실,생활체육광장 공중화장실,서울특별시 은평구 증산로5길 35-27 (증산동),,2,3,0,0,0,0,3,0,0,은평구 자원순환과,,24시간,,,,지방자치단체,관광·체육시설,수세식,Y,장애인화장실+남자화장실+여자화장실,N,Y,여자화장실,,2020-08-05
90,공중화장실,증산정보도서관 화장실,서울특별시 은평구 증산로5길 6 (증산동, 구립증산정보도서관),,10,10,0,0,0,1,14,0,0,은평구청 문화관광과,,24시간,,,,지방자치단체,공공용시설,수세식,N,없음,Y,Y,남자화장실+여자화장실,,2020-08-05
91,개방화장실,서부동산교회 개방화장실,서울특별시 은평구 증산서길 53-9 (증산동, 서부동산교회),,2,6,0,0,0,0,3,0,0,서부동산교회,,24시간,,,,지방자치단체,기타,수세식,N,없음,N,N,없음,,2020-08-05
92,공중화장실,은평구민체육센터,서울특별시 은평구 진관1로 40,,2,3,0,0,0,0,3,0,0,은평구 생활체육과,,6:00~22:00,,,,지방자치단체,관광·체육시설,수세식,Y,여자화장실,N,Y,여자화장실,,2020-08-05
93,공중화장실,은평구립축구장,서울특별시 은평구 진관1로 40,,8,6,0,0,0,0,8,0,0,은평구 생활체육과,,6:00~22:00,,,,지방자치단체,관광·체육시설,수세식,Y,여자화장실,Y,Y,여자화장실,,2020-08-05
94,공중화장실,은평다목적체육관,서울특별시 은평구 진관1로 40,,2,2,0,0,0,0,5,0,0,은평구 생활체육과,,6:00~22:00,,,,지방자치단체,관광·체육시설,수세식,Y,여자화장실,Y,Y,여자화장실,,2020-08-05
95,공중화장실,갈현근린공원 공중화장실,서울특별시 은평구 진관1로 82,,2,3,0,0,0,0,6,0,0,은평구 자원순환과,,24시간,,,,지방자치단체,관광·체육시설,수세식,Y,장애인화장실+남자화장실+여자화장실,N,Y,여자화장실,,2020-08-05
96,공중화장실,은평뉴타운도서관 화장실,서울특별시 은평구 진관2로 111-51 (진관동, 구립은평뉴타운 도서관),,4,8,0,0,0,1,12,0,0,은평뉴타운도서관,,24시간,,,,지방자치단체,공공용시설,수세식,N,없음,Y,Y,남자화장실+여자화장실,,2020-08-05
97,공중화장실,구파발역환승센터 화장실,서울특별시 은평구 진관2로 15-40 (진관동, 구파발역복합환승센터),,2,4,0,0,0,0,6,0,0,서울교통공사,,24시간,,,,지방자치단체,교통시설,수세식,Y,장애인화장실+남자화장실+여자화장실,Y,N,없음,,2020-08-05
98,공중화장실,진관동주민센터 화장실,서울특별시 은평구 진관2로 31 (진관동, 진관동주민센터),,1,2,0,0,0,0,4,0,0,진관동주민센터,,9:00~18:00,,,,지방자치단체,공공용시설,수세식,N,없음,Y,N,없음,,2020-08-05
99,공중화장실,구파발역 화장실,서울특별시 은평구 진관2로 지하 15-25 (진관동, 3호선 구파발역사무소),,4,3,0,0,0,1,7,0,0,서울교통공사,,24시간,,,,지방자치단체,교통시설,수세식,Y,장애인화장실+여자화장실,Y,Y,남자화장실+여자화장실,,2020-08-05
100,공중화장실,상림마을작은도서관 화장실,서울특별시 은평구 진관4로 48-25 (진관동),,2,2,0,0,0,0,2,0,0,은평구 문화관광과,,24시간,,,,지방자치단체,공공용시설,수세식,Y,장애인화장실+남자화장실+여자화장실,N,N,없음,,2020-08-05
101,공중화장실,진관사입구 공중화장실,서울특별시 은평구 진관길 39,,3,3,0,0,0,0,6,0,0,은평구 자원순환과,,24시간,,,,지방자치단체,기타,수세식,Y,장애인화장실+남자화장실+여자화장실,N,Y,여자화장실,,2020-08-05
102,공중화장실,은평구상징녹지대 공중화장실,서울특별시 은평구 진관동 44,,2,2,0,0,0,0,4,0,0,은평구 자원순환과,,24시간,,,,지방자치단체,관광·체육시설,수세식,Y,장애인화장실+남자화장실+여자화장실,N,Y,여자화장실,,2020-08-05
103,공중화장실,은혜산부인과의원 화장실,서울특별시 은평구 진흥로 133,,1,1,0,0,0,0,3,0,0,은평구 은혜산부인과의원 화장실,,24시간,,,,지방자치단체,기타,수세식,N,없음,N,N,없음,,2020-08-05
104,공중화장실,청기와감자탕 화장실,서울특별시 은평구 진흥로 148 (녹번동),,1,1,0,0,0,0,1,0,0,청기와감자탕,,24시간,,,,지방자치단체,상업시설,수세식,N,없음,N,N,없음,,2020-08-05
105,공중화장실,구현초마을마당 공중화장실,갈현로 15길 27-1,,2,2,0,0,0,0,2,0,0,은평구 자원순환과,,24시간,,,,지방자치단체,기타,수세식,Y,남자화장실+여자화장실,Y,Y,여자화장실,,2020-08-05
106,공중화장실,구립응암정보도서관,서울특별시 은평구 가좌로 7길 15,,4,6,0,0,0,0,8,0,0,구립응암정보도서관 총괄운영팀,,24시간,,,,지방자치단체,공공용시설,수세식,N,없음,N,N,없음,,2020-08-05
107,개방화장실,서울중앙교회 개방화장실,서울특별시 은평구 가좌로7다길 11 (응암동, 서울특별시중앙교회),,1,1,0,0,0,0,3,0,0,서울중앙교회,,24시간,,,,지방자치단체,기타,수세식,N,없음,N,N,없음,,2020-08-05
